Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string
16,"[' Soupe de poissons (2)', '']",-   poissons   - œufs  -  huile  olive -   vermicelles  -   tomates    - pommes de terre -   persil  -   céleri -    poivre noir  -sel - citron  -    eau   ,"{'poissons': 151, 'œufs': 0, 'pommes de terre': 373, 'huile  olive': 979, 'vermicelles': 484, 'céleri': 329, 'poivre noir': 399, 'sel': 778, 'tomates': 364, 'eau': 794, 'citron': 240, 'persil': 338}","{'fish': 151, 'gg': 0, 'potato': 373, 'olive oil': 979, 'pasta': 484, 'celery': 329, 'white pepper': 399, 'salt': 778, 'tomato': 364, 'water': 794, 'lemon': 240, 'parsley': 338}"," 'fish','egg','potato','olive oil','pasta','celery','white pepper','salt','tomato','water','lemon','parsley'"
17,"[' Soupe de poissons (3)', '']",-   poissons -    ail - oignon  -   laurier -   cumin    -   poivre rouge  -   huile -    poivre noir  -    sel  ,"{'cumin': 332, 'poissons': 151, 'huile': 901, 'ail': 259, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'poivre rouge': 339, 'laurier': 305}","{'cumin': 332, 'fish': 151, 'cooking oil': 901, 'garlic': 259, 'salt': 778, 'onion': 348, 'white pepper': 399, 'pepper': 339, 'laurel': 305}","'cumin', 'fish', 'cooking oil', 'garlic', 'salt', 'onion', 'white pepper', 'pepper' , 'laurel'"
0,"[' Braniya tunisienne au poulet ', '']",-    -   aubergines  -    ail  -   huile  olive  -  safran  -    poivre noir  -    sel  ,"{'aubergines': 387, 'ail': 259, 'huile  olive': 979, 'safran': 340, 'poivre noir': 399, 'sel': 778}","{'eggplant': 387, 'garlic': 259, 'olive oil': 979, 'saffron': 340, 'white pepper': 399, 'salt': 778}","'eggplant', 'garlic', 'olive oil', 'saffron', 'white pepper', 'salt'"
1,"[' Croquettes de poulet ', 'Mchimech djedj ', '']",-     -   oignon   -   beurre  -   farine  -  chapelure  -  farine -    sel -    poivre noir  -huile    ,"{'oignon': 348, 'beurre': 60, 'farine': 920, 'chapelure': 2, 'sel': 778, 'poivre noir': 399, 'huile': 901}","{'onion': 348, 'butter': 60, 'flour': 920, 'bread': 2, 'salt': 778, 'white pepper': 399, 'cooking oil': 901}","'onion', 'butter', 'flour', 'bread', 'salt', 'white pepper', 'cooking oil'"
2,"[' Dinde mhammar ', '']",- dindonneau -   beurre  -   huile  - oignon    -    ail  -   coriandre  -   poivre rouge  -    cumin  -sel -   poivre noir   ,"{'dindonneau': 276, 'beurre': 60, 'huile': 901, 'oignon': 348, 'ail': 259, 'coriandre': 254, 'poivre rouge': 339, 'cumin': 332, 'sel': 778, 'poivre noir': 399}","{'meat': 276, 'butter': 60, 'cooking oil': 901, 'onion': 348, 'garlic': 259, 'coriander': 254, 'pepper': 339, 'cumin': 332, 'salt': 778, 'white pepper': 399}","'meat', 'butter', 'cooking oil', 'onion', 'garlic', 'coriander', 'pepper', 'cumin', 'salt', 'white pepper'"
3,"[' Kabama au poulet ', '']",-  -   pommes de terre -      tomate  - oignon  -   huile  -   beurre  -   safran  -    poivre noir  -sel  -huile     ,"{'pommes de terre': 373, 'tomate': 364, 'oignon': 348, 'huile': 901, 'beurre': 60, 'safran': 340, 'poivre noir': 399, 'sel': 778}","{'potato': 373, 'tomato': 364, 'onion': 348, 'cooking oil': 901, 'butter': 60, 'saffron': 340, 'white pepper': 399, 'salt': 778}","'potato', 'tomato', 'onion', 'cooking oil', 'butter', 'saffron', 'white pepper', 'salt'"
4,"[' Lapin à la mrouzia ', '']",- lapin  - oignons      -   beurre  -   amandes  -   raisins    -   safran  -   ras lhanout -   cannelle  -sel  -    miel  -   eau de fleur  oranger   ,"{'lapin': 690, 'oignons': 348, 'beurre': 60, 'amandes': 281, 'raisins': 182, 'safran': 340, 'cumin': 332, 'gingembre': 333, 'sel': 778, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'miel': 315, 'eau de fleur  oranger': 121}","{'rabbit': 690, 'onion': 348, 'butter': 60, 'almond': 281, 'grape': 182, 'saffron': 340, 'cumin': 332, 'ginger': 333, 'salt': 778, 'pepper': 339, 'cinnamon': 330, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'honey': 315, 'neroli oil': 121}","'rabbit', 'onion', 'butter', 'almond', 'grape', 'saffron', 'cumin', 'ginger', 'salt', 'pepper', 'cinnamon', 'coriander', 'allspice', 'clove', 'capsicum', 'honey', 'neroli oil'"
5,"[' Lapin aux olives ', 'Larneb be zitoun ', '']",- lapin  -   olive  -    ail  - oignons      -      tomate  -   vinaigre  -   laurier  -   basilic  -   olives      -  piment de cayenne  -sel  -poivre noir   ,"{'lapin': 690, 'olive': 307, 'ail': 259, 'oignons': 348, 'tomate': 364, 'vinaigre': 322, 'laurier': 305, 'basilic': 250, 'olives': 307, 'piment de cayenne': 362, 'sel': 778, 'poivre noir': 399}","{'rabbit': 690, 'olive': 307, 'garlic': 259, 'onion': 348, 'tomato': 364, 'vinegar': 322, 'laurel': 305, 'basil': 250, 'olive': 307, 'capsicum': 362, 'salt': 778, 'white pepper': 399}","'rabbit', 'olive', 'garlic', 'onion', 'tomato', 'vinegar', 'laurel', 'basil', 'olive', 'capsicum', 'salt', 'white pepper'"
6,"[' Minina ', '']",-  - cervelle   ou  cervelles    - œufs    - œufs    -   huile  -    poivre noir  -   sel    -safran   ,"{'cervelle': 276, 'œufs': 0, 'huile': 901, 'poivre noir': 399, 'sel': 778, 'safran': 340}","{'meat': 276, 'egg': 0, 'cooking oil': 901, 'white pepper': 399, 'salt': 778, 'saffron': 340}","'meat', 'egg', 'cooking oil', 'white pepper', 'salt', 'saffron'"
7,"[' Perdreaux aux amandes (en sauce qadra) ', '']",- perdreaux  -   oignons    -   beurre  -   amandes    -   persil  -   safran  -    poivre noir  -    sel   ,"{'perdreaux': 276, 'oignons': 348, 'beurre': 60, 'amandes': 281, 'persil': 338, 'safran': 340, 'poivre noir': 399, 'sel': 778}","{'meat': 276, 'onion': 348, 'butter': 60, 'almond': 281, 'parsley': 338, 'saffron': 340, 'white pepper': 399, 'salt': 778}","'meat', 'onion', 'butter', 'almond', 'parsley', 'saffron', 'white pepper', 'salt'"
8,"[' Perdreaux au riz ', '']",- perdreaux  -   riz  -   huile  -   beurre  -     tomate -    muscade  -    poivre noir  -    sel   ,"{'perdreaux': 276, 'riz': 55, 'huile': 901, 'beurre': 60, 'tomate': 364, 'muscade': 336, 'poivre noir': 399, 'sel': 778}","{'meat': 276, 'rice': 55, 'cooking oil': 901, 'butter': 60, 'tomato': 364, 'nutmeg': 336, 'white pepper': 399, 'salt': 778}","'meat', 'rice', 'cooking oil', 'butter', 'tomato', 'nutmeg', 'white pepper', 'salt'"
9,"[' Pigeonneaux aux amandes en sauce qadra ', '']",- pigeonneaux  -   beurre  -   oignons    -   persil  -   safran  -    poivre noir  -sel  -   amandes   ,"{'pigeonneaux': 276, 'beurre': 60, 'oignons': 348, 'persil': 338, 'safran': 340, 'poivre noir': 399, 'sel': 778, 'amandes': 281}","{'meat': 276, 'butter': 60, 'onion': 348, 'parsley': 338, 'saffron: 340, 'white pepper': 399, 'salt': 778, 'almond': 281}","'meat', 'butter', 'onion', 'parsley', 'saffron', 'white pepper', 'salt', 'almond'"
10,"[' Pigeonnaux aux petits pois ', 'Tajine el-hmam bel-djelbana ', '']",- pigeonneaux  -     pois  -   carottes  - oignon vert  -   smen  -   huile  -     persil  - citron  -    poivre noir  -    cannelle  -    sel   ,"{'pigeonneaux': 276, 'pois': 288, 'carottes': 368, 'oignon vert': 472, 'smen': 60, 'huile': 901, 'persil': 338, 'citron': 240, 'poivre noir': 399, 'cannelle': 330, 'sel': 778}","{'meat': 276, 'peas': 288, 'carrot': 368, 'welsh onion': 472, 'butter': 60, 'cooking oil': 901, 'parsley': 338, 'lemon': 240, 'white pepper': 399, 'cinnamon': 330, 'salt': 778}","'meat', 'peas', 'carrot', 'welsh onion', 'butter', 'cooking oil', 'parsley', 'lemon', 'white pepper', 'cinnamon', 'salt'"
11,"[' Pigeonneaux aux coings ', '']",- pigeonneaux  -   coings -   huile  -   beurre  -   oignon   -    miel  -   safran  -    cannelle  -    poivre blanc  -  gingembre  -    sel  -   laurier  - écorces  orange  -citron   ,"{'pigeonneaux': 276, 'coings': 210, 'huile': 901, 'beurre': 60, 'oignon': 348, 'miel': 315, 'safran': 340, 'cannelle': 330, 'poivre blanc': 399, 'gingembre': 333, 'sel': 778, 'laurier': 305, 'écorces  orange': 122, 'citron': 240}","{'meat': 276, 'quince': 210, 'cooking oil': 901, 'butter': 60, 'onion': 348, 'honey': 315, 'saffron': 340, 'cinnamon': 330, 'white pepper': 399, 'ginger': 333, 'salt': 778, 'laurel': 305, 'orange oil': 122, 'lemon': 240}","'meat', 'quince', 'cooking oil', 'butter', 'onion', 'honey', 'saffron', 'cinnamon', 'white pepper', 'ginger', 'salt', 'laurel', 'orange oil','lemon'"
12,"[' Poulet aux amandes et aux graines de sésame ', '']",-     - oignon      -   tomates  -   smen  -   amandes    -   beurre -   graines de sésame  -   miel  -     safran  -   cannelle  -  gingembre  -  poivre noir  -  sel   ,"{'oignon': 348, 'tomates': 364, 'smen': 60, 'amandes': 281, 'beurre': 60, 'graines de sésame': 299, 'miel': 315, 'safran': 340, 'cannelle': 330, 'gingembre': 333, 'poivre noir': 399, 'sel': 778}","{'onion': 348, 'tomato': 364, 'butter': 60, 'almond': 281, 'butter': 60, 'sesame': 299, 'honey': 315, 'saffron': 340, 'cinnamon': 330, 'ginger': 333, 'white pepper': 399, 'salt': 778}","'onion', 'tomato', 'butter', 'almond', 'butter', 'sesame', 'honey', 'saffron', 'cinnamon', 'ginger', 'white pepper', 'salt'"
13,"[' Poulet aux amandes et aux oignons en sauce qadra ', '']",-  -   amandes  -   oignon  -   beurre  -   persil  -   safran  -    poivre noir  -sel   ,"{'amandes': 281, 'oignon': 348, 'beurre': 60, 'persil': 338, 'safran': 340, 'poivre noir': 399, 'sel': 778}","{'almond': 281, 'onion': 348, 'butter': 60, 'parsley': 338, 'saffron': 340, 'white pepper': 399, 'salt': 778}","'almond' , 'onion', 'butter', 'parsley', 'saffron', 'white pepper', 'salt'"
14,"["" Poulet à l'andalouse "", '']",-     -   tomates  -  ail  -   huile  - œufs  -   thym  -   persil  -   piment fort    -   poivre noir  -    sel   ,"{'tomates': 364, 'ail': 259, 'huile': 901, 'œufs': 0, 'thym': 269, 'persil': 338, 'piment fort': 362, 'poivre noir': 399, 'sel': 778}","{'tomato': 364, 'garlic': 259, 'cooking oil': 901, 'egg': 0, 'thyme': 269, 'parsley': 338, 'capsicum': 362, 'white pepper': 399, 'salt': 778}","'tomato', 'garlic', 'cooking oil', 'egg', 'thyme', 'parsley', 'capsicum', 'white pepper', 'salt'"
15,"[' Poulet aux aubergines à la marocaine ', '']",-  -   aubergines  -   huile  - oignon      -    ail  - citrons  -   farine  -   safran  -    gingembre  -    poivre noir  -sel  -huile     ,"{'aubergines': 387, 'huile': 901, 'oignon': 348, 'ail': 259, 'citrons': 240, 'farine': 920, 'safran': 340, 'gingembre': 333, 'poivre noir': 399, 'sel': 778}","{'eggplant': 387, 'cooking oil': 901, 'onion': 348, 'garlic': 259, 'lemon': 240, 'flour': 920, 'saffron': 340, 'ginger': 333, 'white pepper': 399, 'salt': 778}","'eggplant', 'cooking oil', 'onion', 'garlic', 'lemon', 'flour', 'saffron', 'ginger', 'white pepper', 'salt'"
16,"[' Poulet aux croquettes en forme de pêches ', '']",-    -   pois chiches    -   smen  - oignon      -    ail  -    persil  - coriandre  -  cannelle  -  poivre noir  -    sel  -   mie de pain  -   viande    - œuf  -   farine  -   fromage    -  lait  -  cannelle  -  poivre noir  -  sel  -huile     ,"{'pois chiches': 417, 'smen': 60, 'oignon': 348, 'ail': 259, 'persil': 338, 'coriandre': 254, 'cannelle': 330, 'poivre noir': 399, 'sel': 778, 'mie de pain': 2, 'viande': 276, 'œuf': 0, 'farine': 920, 'fromage': 62, 'lait': 88, 'huile': 901}","{'chickpea': 417, 'butter': 60, 'onion': 348, 'garlic': 259, 'parsley': 338, 'coriander': 254, 'cinnamon': 330, 'white pepper': 399, 'salt': 778, 'bread': 2, 'meat': 276, 'egg': 0, 'flour': 920, 'cheese': 62, 'milk': 88, 'cooking oil': 901}","'chickpea', 'butter', 'onion', 'garlic', 'parsley', 'coriander', 'cinnamon', 'white pepper', 'salt', 'bread', 'meat', 'egg', 'flour', 'cheese', 'milk', 'cooking oil'"
17,"[' Poulet farci aux champignons ', '']",-     -      -   champignons -   beurre  -   huile  - œufs    -   riz  -   fromage    - œuf    -    safran  -   curcuma  -   poivre noir  -    sel   ,"{'champignons': 246, 'beurre': 60, 'huile': 901, 'œufs': 0, 'riz': 55, 'fromage': 62, 'œuf': 0, 'safran': 340, 'curcuma': 341, 'poivre noir': 399, 'sel': 778}","{'mushroom': 246, 'butter': 60, 'cooking oil': 901, 'egg': 0, 'rice': 55, 'cheese': 62, 'egg': 0, 'saffron': 340, 'turmeric': 341, 'white pepper': 399, 'salt': 778}","'mushroom', 'butter', 'cooking oil', 'egg', 'rice', 'cheese', 'egg', 'saffron', 'turmeric', 'white pepper', 'salt'"
18,"[' Poulet farci au couscous ', '']",- poulets    - oignons      -   beurre  -   poivre blanc -   gingembre  -   cannelle  -    sel  -    cannelle  -   miel  -    safran  -   couscous    -   amandes    -   raisins    -   ras lhanout  -    cannelle  -  poivre noir  -    safran  -sel  -beurre    -sucre      -   eau de fleur  oranger   ,"{'poulets': 272, 'oignons': 348, 'beurre': 60, 'poivre blanc': 399, 'gingembre': 333, 'cannelle': 330, 'sel': 778, 'miel': 315, 'safran': 340, 'couscous': 864, 'amandes': 281, 'raisins': 182, 'cumin': 332, 'poivre': 339, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'poivre noir': 399, 'sucre': 781, 'eau de fleur  oranger': 121}","{'chicken': 272, 'onion': 348, 'butter': 60, 'white pepper': 399, 'ginger': 333, 'cinnamon': 330, 'salt': 778, 'honey': 315, 'saffron': 340, 'couscous': 864, 'almond': 281, 'grape': 182, 'cumin': 332, 'pepper': 339, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'white pepper': 399, 'sugar': 781, 'neroli oil: 121}","'chicken', 'onion', 'butter', 'white pepper' ,'ginger', 'cinnamon', 'salt', 'honey', 'saffron', 'couscous', 'almond', 'grape', 'cumin', 'pepper', 'coriander', 'allspice', 'clove', 'capsicum', 'white pepper', 'sugar', 'neroli oil'"
19,"[' Poulet au four ""souiri"" ', '']",-  - oignons      - œufs  -   beurre  -     persil  -   safran  -  cumin  -   poivre rouge -   cannelle  -   cannelle      -    poivre noir  -   sel  -jus   citron   ,"{'oignons': 348, 'œufs': 0, 'beurre': 60, 'persil': 338, 'safran': 340, 'cumin': 332, 'poivre rouge': 339, 'cannelle': 330, 'poivre noir': 399, 'sel': 778, 'jus   citron': 240}","{'onion': 348, ' egg': 0, 'butter': 60, 'parsley': 338, 'saffron': 340, 'cumin': 332, 'pepper': 339, 'cinnamon': 330, 'white pepper': 399, 'salt': 778, 'lemon': 240}","'onion', 'egg', 'butter', 'parsley', 'saffron', 'cumin', 'pepper', 'cinnamon', 'white pepper', 'salt', 'lemon'"
20,"[' Poulet mcharmal frit aux oeufs ', '']",-   -   oignons    - pommes de terre    - œufs  -   persil  -   huile  -   beurre  -   safran  -   poivre noir  -   cannelle  -    poivre rouge  -   cumin  -    cannelle      -sel  - citron   ,"{'oignons': 348, 'pommes de terre': 373, 'œufs': 0, 'persil': 338, 'huile': 901, 'beurre': 60, 'safran': 340, 'poivre noir': 399, 'cannelle': 330, 'poivre rouge': 339, 'cumin': 332, 'sel': 778, 'citron': 240}","{'onion: 348, 'potato': 373, 'egg': 0, 'parsley': 338, 'cooking oil': 901, 'butter': 60, 'saffron': 340, 'white pepper': 399, 'cinnamon': 330, 'pepper': 339, 'cumin': 332, 'salt': 778, 'lemon': 240}","'onion', 'potato', 'egg', 'parsley', 'cooking oil', 'butter', 'saffron', 'white pepper', 'cinnamon', 'pepper', 'cumin', 'salt', 'lemon'"
21,"[' Poulet mfenned ', '']",-   - œufs  -    ail  - oignon      -   beurre  -   coriandre  -    safran    -    poivre noir  -   gingembre  -  cumin  -    sel   ,"{'œufs': 0, 'ail': 259, 'oignon': 348, 'beurre': 60, 'coriandre': 254, 'safran': 340, 'poivre noir': 399, 'gingembre': 333, 'cumin': 332, 'sel': 778}","{'egg': 0, 'garlic': 259, 'onion': 348, 'butter': 60, 'coriander': 254, 'saffron': 340, 'white pepper': 399, 'ginger': 333, 'cumin': 332, 'salt': 778}","'egg', 'garlic', 'onion', 'butter', 'coriander', 'saffron', 'white pepper', 'ginger', 'cumin', 'salt'"
22,"[' Poulet mqalli aux citrons confits ', '']",-  -   oignons    -    ail  -   beurre  -   huile  arachide -   huile  olive  -   safran  -   gingembre  -sel  - citrons    -  olives    ,"{'oignons': 348, 'ail': 259, 'beurre': 60, 'huile  arachide': 319, 'huile  olive': 979, 'safran': 340, 'gingembre': 333, 'sel': 778, 'citrons': 240, 'olives': 307}","{'onion': 348, 'garlic': 259, 'butter': 60, 'peanut oil': 319, 'olive oil': 979, 'saffron': 340, 'ginger': 333, 'salt': 778, 'lemon': 240, 'olive': 307}","'onion', 'garlic', 'butter', 'peanut oil', 'olive oil', 'saffron', 'ginger', 'salt', 'lemon', 'olive'"
23,"["" Poulet aux olives à la mode d'Annaba "", '']",-   -   olives      -   oignon    -   smen  -    poivre noir  -  sel  -   viande    -  sel  -  poivre noir -   oignon   - blanc  oeuf   ,"{'olives': 307, 'oignon': 348, 'smen': 60, 'poivre noir': 399, 'sel': 778, 'viande': 276, 'blanc  oeuf': 985}","{'olive': 307, 'onion': 348, 'butter': 60, 'white pepper': 399, 'salt': 778, 'meat': 276, 'egg white': 985}","'olive', 'onion', 'butter', 'white pepper', 'salt', 'meat', 'egg white'"
24,"[' Poulet aux olives farcies ', '']",-  -     olives    -   tomates  ou      tomate  -    ail  -   huile  -   laurier  -   tabel  -  poivre noir -sel  -   viande  -   oignon      -   persil      -   beurre  -  poivre noir  -  sel  - blanc  œuf     ,"{'olives': 307, 'tomates': 364, 'ail': 259, 'huile': 901, 'laurier': 305, 'tabel': 254, 'poivre noir': 399, 'sel': 778, 'viande': 276, 'oignon': 348, 'persil': 338, 'beurre': 60, 'blanc  œuf': 985}","{'olive': 307, 'tomato': 364, 'garlic': 259, 'cooking oil': 901, 'laurel': 305, 'coriander': 254, 'white pepper': 399, 'salt': 778, 'meat': 276, 'onion': 348, 'parsley': 338, 'butter': 60, 'egg white': 985}","'olive', 'tomato', 'garlic', 'cooking oil', 'laurel', 'coriander', 'white pepper', 'salt', 'meat', 'onion', 'parsley', 'butter', 'egg white'"
25,"[' Poulet panné ', '']",-  -   chapelure  -   gruyère    - œufs  -sel  -poivre noir  -huile     ,"{'chapelure': 2, 'gruyère': 73, 'œufs': 0, 'sel': 778, 'poivre noir': 399, 'huile': 901}","{'bread': 2, 'gruyere cheese': 73, 'egg': 0, 'salt': 778, 'white pepper': 399, 'cooking oil': 901}","'bread', 'gruyere cheese', 'egg', 'salt', 'white pepper', 'cooking oil'"
26,"[' Poulet rôti aux pruneaux et raisins sec ', 'Djedj mhammar bel-berqouq wa zbib ', '']",-  -   beurre  -   pruneaux    -   raisins    -    sel  -  poivre noir  -   oignons     ,"{'beurre': 60, 'pruneaux': 207, 'raisins': 182, 'sel': 778, 'poivre noir': 399, 'oignons': 348}","{'butter': 60, 'plum': 207, 'grape': 182, 'salt': 778, 'white pepper': 399, 'onion': 348}","'butter', 'plum', 'grape', 'salt', 'white pepper', 'onion'"
27,"[' Poulet roti aux amandes ', 'Djedj mhammar bal-louz ', '']", -  poulets    -    oignons    -    beurre  -     ail -    safran  -    gingembre  -     poivre noir  -     cannelle  -     sel  -    coriandre  -  citron  -    amandes    -   huile  -   beurre -  œufs    ,"{'poulets': 272, 'oignons': 348, 'beurre': 60, 'ail': 259, 'safran': 340, 'gingembre': 333, 'poivre noir': 399, 'cannelle': 330, 'sel': 778, 'coriandre': 254, 'citron': 240, 'amandes': 281, 'huile': 901, 'œufs': 0}","{'chicken': 272, 'onion': 348, 'butter': 60, 'garlic': 259, 'saffron': 340, 'ginger': 333, 'white pepper': 399, 'cinnamon': 330, 'salt': 778, 'coriander': 254, 'lemon': 240, 'almond': 281, 'cooking oil': 901, 'egg': 0}","'chicken', 'onion', 'butter', 'garlic', 'saffron', 'ginger', 'white pepper', 'cinnamon', 'salt', 'coriander', 'lemon', 'almond', 'cooking oil', 'egg'"
28,"[' Poulet aux pruneaux et au miel  ', '']",-       -   pruneaux    -   amandes    -   beurre  -   miel  -   sésame  -   safran  -   oignons    -   coriandre  -  gingembre  -   cannelle  -    cannelle   -  sel  -   poivre noir  -   eau de fleur  oranger   ,"{'pruneaux': 207, 'amandes': 281, 'beurre': 60, 'miel': 315, 'sésame': 299, 'safran': 340, 'oignons': 348, 'coriandre': 254, 'gingembre': 333, 'cannelle': 330, 'sel': 778, 'poivre noir': 399, 'eau de fleur  oranger': 121}","{'plum': 207, 'almond': 281, 'butter': 60, 'honey': 315, 'sesame': 299, 'saffron': 340, 'onion': 348, 'coriander': 254, 'ginger': 333, 'cannelle': 330, 'salt': 778, 'white pepper': 399, 'neroli oil': 121}","'plum', 'almond', 'butter', 'honey', 'sesame', 'saffron', 'onion', 'coriander', 'ginger', 'cinnamon', 'salt', 'white pepper', 'neroli oil'"
29,"[' Tajine de poulet aux oeufs ', ""Al-qadi wa djma'tou "", '']",-   -   pois chiches    -   smen  - oignon    - œufs  -   poivre noir  -    cannelle  -    sel    ,"{'pois chiches': 417, 'smen': 60, 'oignon': 348, 'œufs': 0, 'poivre noir': 399, 'cannelle': 330, 'sel': 778}","{'chickpea': 417, 'butter': 60, 'onion': 348, 'egg': 0, 'white pepper': 399, 'cinnamon': 330, 'salt': 778}","'chickpea', 'butter', 'onion', 'egg', 'white pepper', 'cinnamon', 'salt'"
0,"[' Odja ', '']",-   huile -     tomate -   harissa -    ail - œufs  -   carvi    -    tabel -    poivre rouge -    sel   ,"{'huile': 901, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'œufs': 0, 'carvi': 326, 'tabel': 254, 'poivre rouge': 339}","{'cooking oil': 901, 'tomato': 364, 'capsicum ': 362, 'garlic': 259, 'coriander ': 254, 'salt': 778, 'caraway ': 326, ' cooking oil ': 901, 'egg': 0, 'caraway': 326, 'coriander': 254, 'pepper': 339}","'cooking oil', 'tomato', 'capsicum', 'garlic', 'coriander', 'salt', 'caraway', 'cooking oil', 'egg', 'caraway', 'coriander', 'pepper'"
1,"[' Odja aux abattis de poulet ', '']",-   foie    -   gésier   -   huile  -     tomate  -   harissa -    ail  - oeufs  -   carvi    -    sel -    poivre rouge  -    tabel  ,"{'foie': 276, 'gésier': 276, 'huile': 901, 'tomate': 364, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'oeufs': 0, 'carvi': 326, 'poivre rouge': 339, 'tabel': 254}","{'meat': 276, 'meat': 276, 'cooking oil': 901, 'tomato': 364, 'capsicum ': 362, 'garlic': 259, 'coriander ': 254, 'salt': 778, 'caraway ': 326, ' cooking oil ': 901, 'egg': 0, 'caraway': 326, 'pepper': 339, 'coriander': 254}","'meat', 'meat', 'cooking oil', 'tomato', 'capsicum', 'garlic', 'coriander', 'salt', 'caraway', 'cooking oil', 'egg', 'caraway', 'pepper', 'coriander'"
2,"[' Odja aux merguez ', '']",-   merguez  -   tomates -   huile  olives -   harissa  -    ail    - œufs  -    carvi    -    sel -    poivre rouge - piments verts    ,"{'viande': 276, 'ail': 259, 'poivre rouge': 339, 'cumin': 332, 'gingembre': 333, 'sel': 778, 'poivre': 339, 'cannelle': 330, 'coriandre': 254, 'allspice': 375, 'clove': 331, 'piment': 362, 'tabel': 254, 'menthe': 262, 'graines de fenouil': 257, 'poivre noir': 399, 'huile': 901, 'tomates': 364, 'huile  olives': 979, 'piment rouge ': 362, 'coriandre ': 254, 'carvi ': 326, ' huile ': 901, 'œufs': 0, 'carvi': 326, 'piments verts': 362}","{'meat': 276, 'garlic': 259, 'pepper': 339, 'cumin': 332, 'ginger': 333, 'salt': 778, 'pepper': 339, 'cinnamon': 330, 'coriander': 254, 'allspice': 375, 'clove': 331, 'capsicum': 362, 'coriander': 254, 'mint': 262, 'fennel': 257, 'white pepper': 399, 'cooking oil': 901, 'tomato': 364, ' olive oil': 979, 'capsicum ': 362, 'coriander ': 254, 'caraway': 326, ' cooking oil': 901, 'egg': 0, 'caraway': 326, 'capsicum': 362}","'meat', 'garlic', 'pepper', 'cumin', 'ginger', 'salt', 'pepper', 'cinnamon', 'coriander', 'allspice', 'clove', 'capsicum', 'coriander', 'mint', 'fennel', 'white pepper', 'cooking oil', 'tomato', 'olive oil', 'capsicum', 'coriander', 'caraway', 'cooking oil', 'egg', 'caraway', 'capsicum'"
3,"[' œufs à la méchouiya ', '']",- œufs    -   tomates  -   poivrons  -    ail  -   thon blanc      -   câpres -   persil      -   tabel -sel  -   huile  olives -  olive    -    citron  ,"{'œufs': 0, 'tomates': 364, 'poivrons': 339, 'ail': 259, 'thon blanc': 679, 'câpres': 414, 'persil': 338, 'tabel': 254, 'sel': 778, 'huile  olives': 979, 'olive': 307, 'citron': 240}","{'egg': 0, 'tomato': 364, 'pepper': 339, 'garlic': 259, 'albacore tuna': 679, 'capers': 414, 'parsley': 338, 'coriander': 254, 'salt': 778, ' olive oil': 979, 'olive': 307, 'lemon': 240}","'egg', 'tomato', 'pepper', 'garlic', 'albacore tuna', 'capers', 'parsley', 'coriander', 'salt', 'olive oil', 'olive', 'lemon'"
4,"[' œufs durs enrobés de hachis ', '']",- œufs   -  viande    - œufs    -   farine  -   chapelure  - oignon      -   persil  -    poivre noir  -   sel  -    basilic   ,"{'œufs': 0, 'viande': 276, 'farine': 920, 'chapelure': 2, 'oignon': 348, 'persil': 338, 'poivre noir': 399, 'sel': 778, 'basilic': 250}","{'egg': 0, 'meat': 276, 'flour': 920, 'bread': 2, 'onion': 348, 'parsley': 338, 'white pepper': 399, 'salt': 778, 'basil': 250}","'egg', 'meat', 'flour', 'bread', 'onion', 'parsley', 'white pepper', 'salt', 'basil'"
5,"[' œufs à la rachta ', '']",-   rechta  -     - œufs -   sel -   poivre noir  -huile  ,"{'semoule': 869, 'sel': 778, 'huile': 901, 'farine': 920, 'œufs': 0, 'poivre noir': 399}","{'semolina': 869, 'salt': 778, 'cooking oil': 901, 'flour': 920, 'egg': 0, 'white pepper': 399}","'semolina', 'salt', 'cooking oil', 'flour', 'egg', 'white pepper'"
6,"["" œufs à la viande de conserve (khli')"", '']",- œufs  -    viande -    graisse de khli'  ,"{'œufs': 0, 'viande': 276, 'huile': 901, 'ail': 259, 'carvi': 326, 'poivre rouge': 339, 'poivre noir': 399, 'coriandre': 254, 'cumin': 332, 'sel': 778, 'Bœuf': 270}","{'egg': 0, 'meat': 276, 'cooking oil': 901, 'garlic': 259, 'caraway': 326, 'pepper': 339, 'white pepper': 399, 'coriander': 254, 'cumin': 332, 'salt': 778, 'beef': 270}","'egg', 'meat', 'cooking oil', 'garlic', 'caraway', 'pepper', 'white pepper', 'coriander', 'cumin', 'salt', 'beef'"
